,total_rent,living_space,nr_of_rooms,building_type,age_of_building,zip_code,region,street,latitude,longitude
1158,775,20,1.0,Etagenwohnung,8.0,60487,"Frankfurt, Bockenheim",Salvador-Allende-Straße X,50.122509,8.6350992
1159,775,20,1.0,Etagenwohnung,8.0,60487,"Frankfurt, Bockenheim",Salvador-Allende-Straße X,50.122509,8.6350992
1160,775,20,1.0,Etagenwohnung,8.0,60487,"Frankfurt, Bockenheim",Salvador-Allende-Straße X,50.122509,8.6350992
1161,775,20,1.0,Etagenwohnung,8.0,60487,"Frankfurt, Bockenheim",Salvador-Allende-Straße X,50.122509,8.6350992
1162,1749,111,5.0,,0.0,60528,"Frankfurt am Main, Niederrad",Lyoner Straße 62,50.0805613,8.6367016
1163,1749,111,5.0,,0.0,60528,"Frankfurt am Main, Niederrad",Lyoner Straße 62,50.0805613,8.6367016
1164,1749,111,5.0,,0.0,60528,"Frankfurt am Main, Niederrad",Lyoner Straße 62,50.0805613,8.6367016
1165,1749,111,5.0,,0.0,60528,"Frankfurt am Main, Niederrad",Lyoner Straße 62,50.0805613,8.6367016
1166,1749,111,5.0,,0.0,60528,"Frankfurt am Main, Niederrad",Lyoner Straße 62,50.0805613,8.6367016
1167,1749,111,5.0,,0.0,60528,"Frankfurt am Main, Niederrad",Lyoner Straße 62,50.0805613,8.6367016
1168,1685,95,3.0,Etagenwohnung,-1.0,60326,"Frankfurt, Gallusviertel",,50.1038405,8.6431009
1169,1685,95,3.0,Etagenwohnung,-1.0,60326,"Frankfurt, Gallusviertel",,50.1038405,8.6431009
1170,1685,95,3.0,Etagenwohnung,-1.0,60326,"Frankfurt, Gallusviertel",,50.1038405,8.6431009
1171,1685,95,3.0,Etagenwohnung,-1.0,60326,"Frankfurt, Gallusviertel",,50.1038405,8.6431009
1172,1685,95,3.0,Etagenwohnung,-1.0,60326,"Frankfurt, Gallusviertel",,50.1038405,8.6431009
1173,1685,95,3.0,Etagenwohnung,-1.0,60326,"Frankfurt, Gallusviertel",,50.1038405,8.6431009
1174,1685,95,3.0,Etagenwohnung,-1.0,60326,"Frankfurt, Gallusviertel",,50.1038405,8.6431009
1175,1350,58,2.0,Etagenwohnung,3.0,60528,"Frankfurt am Main, Niederrad",Lyoner Straße 30,50.0809846,8.6229756
1176,1350,58,2.0,Etagenwohnung,3.0,60528,"Frankfurt am Main, Niederrad",Lyoner Straße 30,50.0809846,8.6229756
1177,1350,58,2.0,Etagenwohnung,3.0,60528,"Frankfurt am Main, Niederrad",Lyoner Straße 30,50.0809846,8.6229756
1178,2280,122,3.0,Etagenwohnung,46.0,60320,"Frankfurt, Dornbusch, Frankfurt am Main",Ebersheimstraße 13,50.1396782,8.6764482
1179,2280,122,3.0,Etagenwohnung,46.0,60320,"Frankfurt, Dornbusch, Frankfurt am Main",Ebersheimstraße 13,50.1396782,8.6764482
1180,2280,122,3.0,Etagenwohnung,46.0,60320,"Frankfurt, Dornbusch, Frankfurt am Main",Ebersheimstraße 13,50.1396782,8.6764482
1181,2280,122,3.0,Etagenwohnung,46.0,60320,"Frankfurt, Dornbusch, Frankfurt am Main",Ebersheimstraße 13,50.1396782,8.6764482
1182,2280,122,3.0,Etagenwohnung,46.0,60320,"Frankfurt, Dornbusch, Frankfurt am Main",Ebersheimstraße 13,50.1396782,8.6764482
1183,2280,122,3.0,Etagenwohnung,46.0,60320,"Frankfurt, Dornbusch, Frankfurt am Main",Ebersheimstraße 13,50.1396782,8.6764482
1184,1336,82,3.0,Etagenwohnung,23.0,61118,"Bad Vilbel, Wetteraukreis",,50.1804837,8.7410776
1185,1336,82,3.0,Etagenwohnung,23.0,61118,"Bad Vilbel, Wetteraukreis",,50.1804837,8.7410776
1186,1336,82,3.0,Etagenwohnung,23.0,61118,"Bad Vilbel, Wetteraukreis",,50.1804837,8.7410776
1187,1336,82,3.0,Etagenwohnung,23.0,61118,"Bad Vilbel, Wetteraukreis",,50.1804837,8.7410776
1188,1336,82,3.0,Etagenwohnung,23.0,61118,"Bad Vilbel, Wetteraukreis",,50.1804837,8.7410776
1189,1336,82,3.0,Etagenwohnung,23.0,61118,"Bad Vilbel, Wetteraukreis",,50.1804837,8.7410776
1190,4960,164,5.0,Etagenwohnung,19.0,60313,"Frankfurt am Main, Innenstadt",Stephanstraße 18,50.1172553,8.6815627
1191,4960,164,5.0,Etagenwohnung,19.0,60313,"Frankfurt am Main, Innenstadt",Stephanstraße 18,50.1172553,8.6815627
1192,4960,164,5.0,Etagenwohnung,19.0,60313,"Frankfurt am Main, Innenstadt",Stephanstraße 18,50.1172553,8.6815627
1193,4960,164,5.0,Etagenwohnung,19.0,60313,"Frankfurt am Main, Innenstadt",Stephanstraße 18,50.1172553,8.6815627
1194,4960,164,5.0,Etagenwohnung,19.0,60313,"Frankfurt am Main, Innenstadt",Stephanstraße 18,50.1172553,8.6815627
1195,4960,164,5.0,Etagenwohnung,19.0,60313,"Frankfurt am Main, Innenstadt",Stephanstraße 18,50.1172553,8.6815627
1196,990,45,2.0,Dachgeschoss,119.0,65929,"Frankfurt - Nied, Frankfurt am Main",Schmidtbornstraße 000,50.1015472,8.5694409
1197,990,45,2.0,Dachgeschoss,119.0,65929,"Frankfurt - Nied, Frankfurt am Main",Schmidtbornstraße 000,50.1015472,8.5694409
1198,990,45,2.0,Dachgeschoss,119.0,65929,"Frankfurt - Nied, Frankfurt am Main",Schmidtbornstraße 000,50.1015472,8.5694409
1199,990,45,2.0,Dachgeschoss,119.0,65929,"Frankfurt - Nied, Frankfurt am Main",Schmidtbornstraße 000,50.1015472,8.5694409
1200,990,45,2.0,Dachgeschoss,119.0,65929,"Frankfurt - Nied, Frankfurt am Main",Schmidtbornstraße 000,50.1015472,8.5694409
1201,9350,312,5.0,Penthouse,17.0,60323,"Frankfurt am Main, Westend-Süd",,50.1152448,8.6622696
1202,9350,312,5.0,Penthouse,17.0,60323,"Frankfurt am Main, Westend-Süd",,50.1152448,8.6622696
1203,9350,312,5.0,Penthouse,17.0,60323,"Frankfurt am Main, Westend-Süd",,50.1152448,8.6622696
1204,9350,312,5.0,Penthouse,17.0,60323,"Frankfurt am Main, Westend-Süd",,50.1152448,8.6622696
1205,9350,312,5.0,Penthouse,17.0,60323,"Frankfurt am Main, Westend-Süd",,50.1152448,8.6622696
1206,9350,312,5.0,Penthouse,17.0,60323,"Frankfurt am Main, Westend-Süd",,50.1152448,8.6622696
1207,2650,220,6.0,Etagenwohnung,11.0,64283,"Darmstadt, Darmstadt-Mitte",Karlstraße 34,49.8674845,8.6560931
1208,2650,220,6.0,Etagenwohnung,11.0,64283,"Darmstadt, Darmstadt-Mitte",Karlstraße 34,49.8674845,8.6560931
1209,2650,220,6.0,Etagenwohnung,11.0,64283,"Darmstadt, Darmstadt-Mitte",Karlstraße 34,49.8674845,8.6560931
1210,930,52,2.0,Etagenwohnung,38.0,64283,"Darmstadt, Darmstadt-Mitte",Neckarstraße 20,49.8693575,8.6459322
1211,930,52,2.0,Etagenwohnung,38.0,64283,"Darmstadt, Darmstadt-Mitte",Neckarstraße 20,49.8693575,8.6459322
1212,930,52,2.0,Etagenwohnung,38.0,64283,"Darmstadt, Darmstadt-Mitte",Neckarstraße 20,49.8693575,8.6459322
1213,1647,102,4.0,Etagenwohnung,3.0,60438,"Frankfurt, Riedberg",Wolfgang-Bangert-Straße 2,50.1749404,8.6246661
1214,1647,102,4.0,Etagenwohnung,3.0,60438,"Frankfurt, Riedberg",Wolfgang-Bangert-Straße 2,50.1749404,8.6246661
1215,1647,102,4.0,Etagenwohnung,3.0,60438,"Frankfurt, Riedberg",Wolfgang-Bangert-Straße 2,50.1749404,8.6246661
1216,1647,102,4.0,Etagenwohnung,3.0,60438,"Frankfurt, Riedberg",Wolfgang-Bangert-Straße 2,50.1749404,8.6246661
1217,1647,102,4.0,Etagenwohnung,3.0,60438,"Frankfurt, Riedberg",Wolfgang-Bangert-Straße 2,50.1749404,8.6246661
1218,1647,102,4.0,Etagenwohnung,3.0,60438,"Frankfurt, Riedberg",Wolfgang-Bangert-Straße 2,50.1749404,8.6246661
1219,1266,52,,Etagenwohnung,3.0,60594,"Frankfurt am Main, Sachsenhausen-Nord",Walter-Kolb-Straße 13a,50.1050813,8.6851185
1220,1266,52,,Etagenwohnung,3.0,60594,"Frankfurt am Main, Sachsenhausen-Nord",Walter-Kolb-Straße 13a,50.1050813,8.6851185
1221,1266,52,,Etagenwohnung,3.0,60594,"Frankfurt am Main, Sachsenhausen-Nord",Walter-Kolb-Straße 13a,50.1050813,8.6851185
1222,1266,52,,Etagenwohnung,3.0,60594,"Frankfurt am Main, Sachsenhausen-Nord",Walter-Kolb-Straße 13a,50.1050813,8.6851185
1223,1266,52,,Etagenwohnung,3.0,60594,"Frankfurt am Main, Sachsenhausen-Nord",Walter-Kolb-Straße 13a,50.1050813,8.6851185
1224,1266,52,,Etagenwohnung,3.0,60594,"Frankfurt am Main, Sachsenhausen-Nord",Walter-Kolb-Straße 13a,50.1050813,8.6851185
1225,1736,117,4.0,Etagenwohnung,9.0,60438,"Frankfurt am Main, Riedberg",Arthur-von-Weinberg-Straße 10,50.1771605,8.6243752
1226,1736,117,4.0,Etagenwohnung,9.0,60438,"Frankfurt am Main, Riedberg",Arthur-von-Weinberg-Straße 10,50.1771605,8.6243752
1227,1736,117,4.0,Etagenwohnung,9.0,60438,"Frankfurt am Main, Riedberg",Arthur-von-Weinberg-Straße 10,50.1771605,8.6243752
1228,1736,117,4.0,Etagenwohnung,9.0,60438,"Frankfurt am Main, Riedberg",Arthur-von-Weinberg-Straße 10,50.1771605,8.6243752
1229,1736,117,4.0,Etagenwohnung,9.0,60438,"Frankfurt am Main, Riedberg",Arthur-von-Weinberg-Straße 10,50.1771605,8.6243752
1230,1736,117,4.0,Etagenwohnung,9.0,60438,"Frankfurt am Main, Riedberg",Arthur-von-Weinberg-Straße 10,50.1771605,8.6243752
1231,1394,82,2.0,Erdgeschosswohnung,58.0,64287,"Darmstadt, Darmstadt-Ost",Roßdörfer Straße 84,49.8691675,8.6715036
1232,1394,82,2.0,Erdgeschosswohnung,58.0,64287,"Darmstadt, Darmstadt-Ost",Roßdörfer Straße 84,49.8691675,8.6715036
1233,1394,82,2.0,Erdgeschosswohnung,58.0,64287,"Darmstadt, Darmstadt-Ost",Roßdörfer Straße 84,49.8691675,8.6715036
1234,1394,82,2.0,Erdgeschosswohnung,58.0,64287,"Darmstadt, Darmstadt-Ost",Roßdörfer Straße 84,49.8691675,8.6715036
1235,1394,82,2.0,Erdgeschosswohnung,58.0,64287,"Darmstadt, Darmstadt-Ost",Roßdörfer Straße 84,49.8691675,8.6715036
1236,1394,82,2.0,Erdgeschosswohnung,58.0,64287,"Darmstadt, Darmstadt-Ost",Roßdörfer Straße 84,49.8691675,8.6715036
1237,1742,85,3.0,Etagenwohnung,14.0,60598,"Frankfurt (Sachsenhausen), Sachsenhausen-Süd",,50.0922024,8.6909184
1238,1742,85,3.0,Etagenwohnung,14.0,60598,"Frankfurt (Sachsenhausen), Sachsenhausen-Süd",,50.0922024,8.6909184
1239,1742,85,3.0,Etagenwohnung,14.0,60598,"Frankfurt (Sachsenhausen), Sachsenhausen-Süd",,50.0922024,8.6909184
1240,1742,85,3.0,Etagenwohnung,14.0,60598,"Frankfurt (Sachsenhausen), Sachsenhausen-Süd",,50.0922024,8.6909184
1241,1289,88,3.0,,8.0,60437,"Frankfurt am Main, Kalbach",An der Bergstraße 29 a,50.1865737,8.633757
1242,1289,88,3.0,,8.0,60437,"Frankfurt am Main, Kalbach",An der Bergstraße 29 a,50.1865737,8.633757
1243,1289,88,3.0,,8.0,60437,"Frankfurt am Main, Kalbach",An der Bergstraße 29 a,50.1865737,8.633757
1244,1289,88,3.0,,8.0,60437,"Frankfurt am Main, Kalbach",An der Bergstraße 29 a,50.1865737,8.633757
1245,1289,88,3.0,,8.0,60437,"Frankfurt am Main, Kalbach",An der Bergstraße 29 a,50.1865737,8.633757
1246,1289,88,3.0,,8.0,60437,"Frankfurt am Main, Kalbach",An der Bergstraße 29 a,50.1865737,8.633757
1247,1770,85,3.0,Etagenwohnung,1.0,60433,"Frankfurt am Main / Eschersheim, Frankfurt am Main",Thielenstraße 13-15,50.1586012,8.6559723
1248,1770,85,3.0,Etagenwohnung,1.0,60433,"Frankfurt am Main / Eschersheim, Frankfurt am Main",Thielenstraße 13-15,50.1586012,8.6559723
1249,1770,85,3.0,Etagenwohnung,1.0,60433,"Frankfurt am Main / Eschersheim, Frankfurt am Main",Thielenstraße 13-15,50.1586012,8.6559723
1250,1770,85,3.0,Etagenwohnung,1.0,60433,"Frankfurt am Main / Eschersheim, Frankfurt am Main",Thielenstraße 13-15,50.1586012,8.6559723
1251,1770,85,3.0,Etagenwohnung,1.0,60433,"Frankfurt am Main / Eschersheim, Frankfurt am Main",Thielenstraße 13-15,50.1586012,8.6559723
1252,1816,120,4.0,Etagenwohnung,9.0,60438,"Frankfurt am Main, Riedberg",Robert-Koch-Allee 25,50.1775362,8.6253891
1253,1816,120,4.0,Etagenwohnung,9.0,60438,"Frankfurt am Main, Riedberg",Robert-Koch-Allee 25,50.1775362,8.6253891
1254,1816,120,4.0,Etagenwohnung,9.0,60438,"Frankfurt am Main, Riedberg",Robert-Koch-Allee 25,50.1775362,8.6253891
1255,1816,120,4.0,Etagenwohnung,9.0,60438,"Frankfurt am Main, Riedberg",Robert-Koch-Allee 25,50.1775362,8.6253891
1256,1816,120,4.0,Etagenwohnung,9.0,60438,"Frankfurt am Main, Riedberg",Robert-Koch-Allee 25,50.1775362,8.6253891
1257,1816,120,4.0,Etagenwohnung,9.0,60438,"Frankfurt am Main, Riedberg",Robert-Koch-Allee 25,50.1775362,8.6253891
1258,895,87,3.0,Etagenwohnung,44.0,63457,"Hanau, Main-Kinzig-Kreis",John-F.-Kennedy-Str. 26,50.1045059,8.9658201
1259,895,87,3.0,Etagenwohnung,44.0,63457,"Hanau, Main-Kinzig-Kreis",John-F.-Kennedy-Str. 26,50.1045059,8.9658201
1260,895,87,3.0,Etagenwohnung,44.0,63457,"Hanau, Main-Kinzig-Kreis",John-F.-Kennedy-Str. 26,50.1045059,8.9658201
1261,895,87,3.0,Etagenwohnung,44.0,63457,"Hanau, Main-Kinzig-Kreis",John-F.-Kennedy-Str. 26,50.1045059,8.9658201
1262,895,87,3.0,Etagenwohnung,44.0,63457,"Hanau, Main-Kinzig-Kreis",John-F.-Kennedy-Str. 26,50.1045059,8.9658201
1263,980,60,2.0,Etagenwohnung,,64283,"Darmstadt-Mitte, Darmstadt-Nord",,49.8721288,8.6449057
1264,980,60,2.0,Etagenwohnung,,64283,"Darmstadt-Mitte, Darmstadt-Nord",,49.8721288,8.6449057
1265,980,60,2.0,Etagenwohnung,,64283,"Darmstadt-Mitte, Darmstadt-Nord",,49.8721288,8.6449057
1266,980,60,2.0,Etagenwohnung,,64283,"Darmstadt-Mitte, Darmstadt-Nord",,49.8721288,8.6449057
1267,995,76,3.0,Etagenwohnung,,65931,"Frankfurt, Zeilsheim",,50.0975305,8.4957722
1268,995,76,3.0,Etagenwohnung,,65931,"Frankfurt, Zeilsheim",,50.0975305,8.4957722
1269,995,76,3.0,Etagenwohnung,,65931,"Frankfurt, Zeilsheim",,50.0975305,8.4957722
1270,995,76,3.0,Etagenwohnung,,65931,"Frankfurt, Zeilsheim",,50.0975305,8.4957722
1271,995,76,3.0,Etagenwohnung,,65931,"Frankfurt, Zeilsheim",,50.0975305,8.4957722
1272,1530,65,2.0,Hochparterre,,60325,"Frankfurt, Westend-Süd",,50.1152448,8.6622696
1273,1530,65,2.0,Hochparterre,,60325,"Frankfurt, Westend-Süd",,50.1152448,8.6622696
1274,1530,65,2.0,Hochparterre,,60325,"Frankfurt, Westend-Süd",,50.1152448,8.6622696
1275,1530,65,2.0,Hochparterre,,60325,"Frankfurt, Westend-Süd",,50.1152448,8.6622696
1276,1530,65,2.0,Hochparterre,,60325,"Frankfurt, Westend-Süd",,50.1152448,8.6622696
1277,1153,61,2.0,Etagenwohnung,8.0,60326,"Frankfurt, Gallusviertel",Hattersheimer Straße 35,50.1050641,8.6376219
1278,1153,61,2.0,Etagenwohnung,8.0,60326,"Frankfurt, Gallusviertel",Hattersheimer Straße 35,50.1050641,8.6376219
1279,1153,61,2.0,Etagenwohnung,8.0,60326,"Frankfurt, Gallusviertel",Hattersheimer Straße 35,50.1050641,8.6376219
1280,1153,61,2.0,Etagenwohnung,8.0,60326,"Frankfurt, Gallusviertel",Hattersheimer Straße 35,50.1050641,8.6376219
1281,1153,61,2.0,Etagenwohnung,8.0,60326,"Frankfurt, Gallusviertel",Hattersheimer Straße 35,50.1050641,8.6376219
1282,1153,61,2.0,Etagenwohnung,8.0,60326,"Frankfurt, Gallusviertel",Hattersheimer Straße 35,50.1050641,8.6376219
1283,1350,105,4.0,Dachgeschoss,99.0,65929,"Frankfurt am Main / Höchst, Frankfurt am Main",Brüningstr. 38,50.0968501,8.5406831
1284,1350,105,4.0,Dachgeschoss,99.0,65929,"Frankfurt am Main / Höchst, Frankfurt am Main",Brüningstr. 38,50.0968501,8.5406831
1285,1350,105,4.0,Dachgeschoss,99.0,65929,"Frankfurt am Main / Höchst, Frankfurt am Main",Brüningstr. 38,50.0968501,8.5406831
1286,1506,101,4.0,Etagenwohnung,47.0,64289,"Darmstadt, Kranichstein",Wickopweg 5,49.8972882,8.6875781
1287,1506,101,4.0,Etagenwohnung,47.0,64289,"Darmstadt, Kranichstein",Wickopweg 5,49.8972882,8.6875781
1288,1506,101,4.0,Etagenwohnung,47.0,64289,"Darmstadt, Kranichstein",Wickopweg 5,49.8972882,8.6875781
1289,1506,101,4.0,Etagenwohnung,47.0,64289,"Darmstadt, Kranichstein",Wickopweg 5,49.8972882,8.6875781
1290,1506,101,4.0,Etagenwohnung,47.0,64289,"Darmstadt, Kranichstein",Wickopweg 5,49.8972882,8.6875781
1291,1775,118,4.0,Etagenwohnung,0.0,64546,"Mörfelden-Walldorf, Groß-Gerau (Kreis)",Aschaffenburger Straße 9a,50.0125665,8.5863587
1292,1775,118,4.0,Etagenwohnung,0.0,64546,"Mörfelden-Walldorf, Groß-Gerau (Kreis)",Aschaffenburger Straße 9a,50.0125665,8.5863587
1293,1775,118,4.0,Etagenwohnung,0.0,64546,"Mörfelden-Walldorf, Groß-Gerau (Kreis)",Aschaffenburger Straße 9a,50.0125665,8.5863587
1294,1775,118,4.0,Etagenwohnung,0.0,64546,"Mörfelden-Walldorf, Groß-Gerau (Kreis)",Aschaffenburger Straße 9a,50.0125665,8.5863587
1295,1775,118,4.0,Etagenwohnung,0.0,64546,"Mörfelden-Walldorf, Groß-Gerau (Kreis)",Aschaffenburger Straße 9a,50.0125665,8.5863587
1296,1775,118,4.0,Etagenwohnung,0.0,64546,"Mörfelden-Walldorf, Groß-Gerau (Kreis)",Aschaffenburger Straße 9a,50.0125665,8.5863587
1297,1850,80,2.0,Maisonette,,60598,"Frankfurt, Sachsenhausen-Süd",,50.0707812,8.6855264
1298,1850,80,2.0,Maisonette,,60598,"Frankfurt, Sachsenhausen-Süd",,50.0707812,8.6855264
1299,1850,80,2.0,Maisonette,,60598,"Frankfurt, Sachsenhausen-Süd",,50.0707812,8.6855264
1300,1850,80,2.0,Maisonette,,60598,"Frankfurt, Sachsenhausen-Süd",,50.0707812,8.6855264
1301,1850,80,2.0,Maisonette,,60598,"Frankfurt, Sachsenhausen-Süd",,50.0707812,8.6855264
1302,1850,80,2.0,Maisonette,,60598,"Frankfurt, Sachsenhausen-Süd",,50.0707812,8.6855264
1303,920,19,1.0,Etagenwohnung,,60487,"Frankfurt, Bockenheim",Leipziger Straße 41-43,50.1226603,8.6455341
1304,920,19,1.0,Etagenwohnung,,60487,"Frankfurt, Bockenheim",Leipziger Straße 41-43,50.1226603,8.6455341
1305,920,19,1.0,Etagenwohnung,,60487,"Frankfurt, Bockenheim",Leipziger Straße 41-43,50.1226603,8.6455341
1306,920,19,1.0,Etagenwohnung,,60487,"Frankfurt, Bockenheim",Leipziger Straße 41-43,50.1226603,8.6455341
1307,920,19,1.0,Etagenwohnung,,60487,"Frankfurt, Bockenheim",Leipziger Straße 41-43,50.1226603,8.6455341
1308,910,22,1.0,Etagenwohnung,,60487,"Frankfurt, Bockenheim",Leipziger Straße 41-43,50.1226603,8.6455341
1309,910,22,1.0,Etagenwohnung,,60487,"Frankfurt, Bockenheim",Leipziger Straße 41-43,50.1226603,8.6455341
1310,910,22,1.0,Etagenwohnung,,60487,"Frankfurt, Bockenheim",Leipziger Straße 41-43,50.1226603,8.6455341
1311,910,22,1.0,Etagenwohnung,,60487,"Frankfurt, Bockenheim",Leipziger Straße 41-43,50.1226603,8.6455341
1312,910,22,1.0,Etagenwohnung,,60487,"Frankfurt, Bockenheim",Leipziger Straße 41-43,50.1226603,8.6455341
1313,2880,121,,Penthouse,9.0,60599,"Frankfurt, Sachsenhausen-Süd",,50.0707812,8.6855264
1314,2880,121,,Penthouse,9.0,60599,"Frankfurt, Sachsenhausen-Süd",,50.0707812,8.6855264
1315,2880,121,,Penthouse,9.0,60599,"Frankfurt, Sachsenhausen-Süd",,50.0707812,8.6855264
1316,2880,121,,Penthouse,9.0,60599,"Frankfurt, Sachsenhausen-Süd",,50.0707812,8.6855264
1317,2880,121,,Penthouse,9.0,60599,"Frankfurt, Sachsenhausen-Süd",,50.0707812,8.6855264
1318,2362,135,3.0,Etagenwohnung,1.0,63322,"Rödermark, Offenbach (Kreis)",Carl-Benz-Straße 6,50.10061,8.76647
1319,2362,135,3.0,Etagenwohnung,1.0,63322,"Rödermark, Offenbach (Kreis)",Carl-Benz-Straße 6,50.10061,8.76647
1320,2362,135,3.0,Etagenwohnung,1.0,63322,"Rödermark, Offenbach (Kreis)",Carl-Benz-Straße 6,50.10061,8.76647
1321,2187,125,3.0,Etagenwohnung,1.0,63322,"Rödermark, Offenbach (Kreis)",Carl-Benz-Straße 6,50.10061,8.76647
1322,2187,125,3.0,Etagenwohnung,1.0,63322,"Rödermark, Offenbach (Kreis)",Carl-Benz-Straße 6,50.10061,8.76647
1323,1295,65,2.0,Etagenwohnung,4.0,60438,"Frankfurt, Riedberg",Im Kreuzegut 2,50.1776409,8.6366504
1324,1295,65,2.0,Etagenwohnung,4.0,60438,"Frankfurt, Riedberg",Im Kreuzegut 2,50.1776409,8.6366504
1325,1295,65,2.0,Etagenwohnung,4.0,60438,"Frankfurt, Riedberg",Im Kreuzegut 2,50.1776409,8.6366504
1326,1295,65,2.0,Etagenwohnung,4.0,60438,"Frankfurt, Riedberg",Im Kreuzegut 2,50.1776409,8.6366504
1327,1295,65,2.0,Etagenwohnung,4.0,60438,"Frankfurt, Riedberg",Im Kreuzegut 2,50.1776409,8.6366504
1328,1950,105,4.0,Erdgeschosswohnung,17.0,60598,"Frankfurt am Main, Sachsenhausen-Süd",Grethenweg 61,50.0960513,8.6891382
1329,1950,105,4.0,Erdgeschosswohnung,17.0,60598,"Frankfurt am Main, Sachsenhausen-Süd",Grethenweg 61,50.0960513,8.6891382
1330,1950,105,4.0,Erdgeschosswohnung,17.0,60598,"Frankfurt am Main, Sachsenhausen-Süd",Grethenweg 61,50.0960513,8.6891382
1331,1950,105,4.0,Erdgeschosswohnung,17.0,60598,"Frankfurt am Main, Sachsenhausen-Süd",Grethenweg 61,50.0960513,8.6891382
1332,790,28,1.0,Etagenwohnung,4.0,60486,"Frankfurt am Main, Bockenheim",Römischer Ring 15,49.60669,8.18486
1333,790,28,1.0,Etagenwohnung,4.0,60486,"Frankfurt am Main, Bockenheim",Römischer Ring 15,49.60669,8.18486
1334,790,28,1.0,Etagenwohnung,4.0,60486,"Frankfurt am Main, Bockenheim",Römischer Ring 15,49.60669,8.18486
1335,790,28,1.0,Etagenwohnung,4.0,60486,"Frankfurt am Main, Bockenheim",Römischer Ring 15,49.60669,8.18486
1336,790,28,1.0,Etagenwohnung,4.0,60486,"Frankfurt am Main, Bockenheim",Römischer Ring 15,49.60669,8.18486
1337,850,84,3.0,Etagenwohnung,1.0,63538,"Großkrotzenburg, Main-Kinzig-Kreis",Lindenstrasse 23,50.0823187,8.9835817
1338,850,84,3.0,Etagenwohnung,1.0,63538,"Großkrotzenburg, Main-Kinzig-Kreis",Lindenstrasse 23,50.0823187,8.9835817
1339,850,84,3.0,Etagenwohnung,1.0,63538,"Großkrotzenburg, Main-Kinzig-Kreis",Lindenstrasse 23,50.0823187,8.9835817
1340,850,84,3.0,Etagenwohnung,1.0,63538,"Großkrotzenburg, Main-Kinzig-Kreis",Lindenstrasse 23,50.0823187,8.9835817
1341,1500,65,,Etagenwohnung,49.0,60599,"Frankfurt am Main, Sachsenhausen-Süd",Geleitsstraße 10,50.0994859,8.6936814
1342,1500,65,,Etagenwohnung,49.0,60599,"Frankfurt am Main, Sachsenhausen-Süd",Geleitsstraße 10,50.0994859,8.6936814
1343,1500,65,,Etagenwohnung,49.0,60599,"Frankfurt am Main, Sachsenhausen-Süd",Geleitsstraße 10,50.0994859,8.6936814
1344,1500,65,,Etagenwohnung,49.0,60599,"Frankfurt am Main, Sachsenhausen-Süd",Geleitsstraße 10,50.0994859,8.6936814
1345,6500,160,4.0,Etagenwohnung,,60323,"Frankfurt, Westend-Süd",,50.1152448,8.6622696
1346,6500,160,4.0,Etagenwohnung,,60323,"Frankfurt, Westend-Süd",,50.1152448,8.6622696
1347,6500,160,4.0,Etagenwohnung,,60323,"Frankfurt, Westend-Süd",,50.1152448,8.6622696
1348,1240,89,2.0,Erdgeschosswohnung,32.0,61440,"Oberursel, Oberursel (Taunus)",Nassauer Straße 2,50.1978315,8.5844254
1349,1240,89,2.0,Erdgeschosswohnung,32.0,61440,"Oberursel, Oberursel (Taunus)",Nassauer Straße 2,50.1978315,8.5844254
1350,1240,89,2.0,Erdgeschosswohnung,32.0,61440,"Oberursel, Oberursel (Taunus)",Nassauer Straße 2,50.1978315,8.5844254
1351,1240,89,2.0,Erdgeschosswohnung,32.0,61440,"Oberursel, Oberursel (Taunus)",Nassauer Straße 2,50.1978315,8.5844254
1352,1240,89,2.0,Erdgeschosswohnung,32.0,61440,"Oberursel, Oberursel (Taunus)",Nassauer Straße 2,50.1978315,8.5844254
1353,1200,96,3.0,Dachgeschoss,,61462,"Königstein, Königstein im Taunus",Vorderstraße 4a,50.1809,8.472
1354,1200,96,3.0,Dachgeschoss,,61462,"Königstein, Königstein im Taunus",Vorderstraße 4a,50.1809,8.472
1355,1200,96,3.0,Dachgeschoss,,61462,"Königstein, Königstein im Taunus",Vorderstraße 4a,50.1809,8.472
1356,1200,96,3.0,Dachgeschoss,,61462,"Königstein, Königstein im Taunus",Vorderstraße 4a,50.1809,8.472
1357,1200,96,3.0,Dachgeschoss,,61462,"Königstein, Königstein im Taunus",Vorderstraße 4a,50.1809,8.472
1358,1200,96,3.0,Dachgeschoss,,61462,"Königstein, Königstein im Taunus",Vorderstraße 4a,50.1809,8.472
1359,1200,96,3.0,Dachgeschoss,,61462,"Königstein, Königstein im Taunus",Vorderstraße 4a,50.1809,8.472
1360,840,50,2.0,,44.0,63456,"Hanau, Main-Kinzig-Kreis",,50.1066648,8.9149315
1361,840,50,2.0,,44.0,63456,"Hanau, Main-Kinzig-Kreis",,50.1066648,8.9149315
1362,840,50,2.0,,44.0,63456,"Hanau, Main-Kinzig-Kreis",,50.1066648,8.9149315
1363,840,50,2.0,,44.0,63456,"Hanau, Main-Kinzig-Kreis",,50.1066648,8.9149315
1364,580,62,2.0,Etagenwohnung,,63065,"Offenbach, Stadtmitte",Bismarckstr. 12,,
1365,580,62,2.0,Etagenwohnung,,63065,"Offenbach, Stadtmitte",Bismarckstr. 12,,
